id,prediction
432,0.0033447647
433,0.005935822
434,0.07141653
435,0.15554485
436,0.034352567
437,0.062450465
438,0.019635271
439,0.0020275349
440,0.03365436
441,0.0070447503
442,0.0025121719
443,0.017905703
444,0.103140615
445,0.04494243
446,0.017109774
447,0.059723936
448,0.009266542
449,0.039440922
450,0.03106618
451,0.018220615
452,0.12197941
453,0.05859099
454,0.020885112
455,0.015637284
456,0.017112069
457,0.8019685
458,0.030397765
459,0.006390476
460,0.2550641
461,0.012894137
462,0.00670079
463,0.010928109
464,0.0047032065
465,0.010392756
466,0.0114752
467,0.0048079337
468,0.010952627
469,0.036122225
470,0.0912447
471,0.0017489677
472,0.0018344546
473,0.06799746
474,0.108599514
475,0.02128461
476,0.08743906
477,0.03611552
478,0.13396569
479,0.0028049292
480,0.09946029
481,0.10560951
482,0.033119015
483,0.004259885
484,0.069731444
485,0.049609616
486,0.030035464
487,0.07417814
488,0.71955013
489,0.012034761
490,0.061226834
491,0.019307062
492,0.070088945
493,0.057546686
494,0.012756317
495,0.27560747
496,0.010672007
497,0.06657422
498,0.1346867
499,0.031152375
500,0.023808753
501,0.0030222482
502,0.03991261
503,0.28310224
504,0.008252328
505,0.1502639
506,0.048707783
507,0.036064435
508,0.00266759
509,0.003498082
510,0.03218199
511,0.0019529513
512,0.07631567
513,0.011587806
514,0.012180608
515,0.03622174
516,0.016073415
517,0.0015891759
518,0.07498115
519,0.007618366
520,0.011252319
521,0.31948665
522,0.08943447
523,0.008675539
524,0.031805333
525,0.05485974
526,0.0045163184
527,0.10416991
528,0.12735093
529,0.0052176053
530,0.0284446
531,0.024828108
532,0.04292688
533,0.004905427
534,0.002704383
535,0.121552184
536,0.11373038
537,0.09264141
538,0.0034759785
539,0.050176162
540,0.026192859
541,0.029404167
542,0.62138546
543,0.010672656
544,0.13913229
545,0.0075472514
546,0.1258772
547,0.14375912
548,0.0026639428
549,0.015983388
550,0.029266115
551,0.014314037
552,0.0134935975
553,0.0024357499
554,0.04462058
555,0.041998655
556,0.10343827
557,0.02582415
558,0.03053676
559,0.0041585653
560,0.08743949
561,0.085541785
562,0.0065310234
563,0.0034367905
564,0.008187081
565,0.12713858
566,0.019970452
567,0.0022188502
568,0.028509885
569,0.0036867105
570,0.15766224
571,0.0019485432
572,0.00322093
573,0.073881194
574,0.0023507592
575,0.0030582587
576,0.009147571
577,0.018970516
578,0.117473476
579,0.05236718
580,0.013430541
581,0.0073442725
582,0.0031619875
583,0.0021615669
584,0.00308069
585,0.100528754
586,0.044452168
587,0.019867431
588,0.041616447
589,0.002387029
590,0.043023184
591,0.029742159
592,0.096815586
593,0.069001116
594,0.0029696387
595,0.016399601
596,0.0045210714
597,0.033437565
598,0.01761957
599,0.0026420208
600,0.0030258321
601,0.030227548
602,0.1809273
603,0.0033877508
604,0.8694622
605,0.15289238
606,0.007918537
607,0.08828089
608,0.06499235
609,0.0020372935
610,0.11691007
611,0.082728416
612,0.005939898
613,0.0036834527
614,0.04226592
615,0.33929744
616,0.023363218
617,0.0021964544
618,0.02429767
619,0.011056534
620,0.091925316
621,0.11765479
622,0.017314734
623,0.4641633
624,0.02338618
625,0.10259116
626,0.039158847
627,0.02878008
628,0.011088321
629,0.027566306
630,0.0034713254
631,0.08769958
632,0.13339074
633,0.44617778
634,0.004336648
635,0.044999074
636,0.025255546
637,0.021382662
638,0.013147026
639,0.05094965
640,0.007365383
641,0.007035077
642,0.005274019
643,0.024503937
644,0.011343111
645,0.26828095
646,0.12144895
647,0.03754731
648,0.010953139
649,0.0110174045
650,0.22059278
651,0.017425569
652,0.017058713
653,0.0045450306
654,0.04309137
655,0.072674505
656,0.1869521
657,0.04777346
658,0.007383642
659,0.029524757
660,0.0034913567
661,0.9240898
662,0.0355216
663,0.084379606
664,0.0120723
665,0.07568068
666,0.0033453766
667,0.15331686
668,0.24321735
669,0.024184018
670,0.04055354
671,0.04418872
672,0.0774829
673,0.1633631
674,0.92008144
675,0.044601683
676,0.003650334
677,0.0026038329
678,0.06502831
679,0.050822042
680,0.052090023
681,0.052981652
682,0.004522342
683,0.010336417
684,0.050682165
685,0.055600155
686,0.033713292
687,0.00889086
688,0.19396003
689,0.04017636
690,0.019877983
691,0.061297406
692,0.06127719
693,0.013534592
694,0.0027848764
695,0.017322134
696,0.081185065
697,0.046230707
698,0.008152624
699,0.07309775
700,0.021048997
701,0.011996161
702,0.009811285
703,0.01003748
704,0.0023332883
705,0.004771985
706,0.5936323
707,0.0054786955
708,0.2807005
709,0.104942195
710,0.010616889
711,0.41158602
712,0.049962383
713,0.09628174
714,0.023008622
715,0.016214877
716,0.012316578
717,0.019704372
718,0.0038471955
719,0.015275841
720,0.003111396
721,0.004421389
722,0.018873608
723,0.0157011
724,0.32295302
725,0.0711916
726,0.015460577
727,0.036755256
728,0.013847906
729,0.09811021
730,0.21215169
731,0.027131762
732,0.28041705
733,0.16271599
734,0.035412677
735,0.026518742
736,0.008183508
737,0.11740161
738,0.022791302
739,0.06817811
740,0.020212356
741,0.055306554
742,0.008268993
743,0.0044410434
744,0.09924362
745,0.026411807
746,0.053472213
747,0.46284926
748,0.0025170185
749,0.008148611
750,0.15284508
751,0.054842878
752,0.04524029
753,0.003578185
754,0.016604971
755,0.027715247
756,0.03996979
757,0.049751174
758,0.46593252
759,0.0029329138
760,0.0317415
761,0.02905089
762,0.016428802
763,0.033098694
764,0.01099111
765,0.08475959
766,0.047316883
767,0.025719766
768,0.13850541
769,0.008782134
770,0.045656886
771,0.08342099
772,0.008830574
773,0.0020800459
774,0.0715938
775,0.0451297
776,0.08074311
777,0.0025229093
778,0.05130215
779,0.13303219
780,0.077432305
781,0.08278121
782,0.0033840549
783,0.043739848
784,0.08083339
785,0.0099312365
786,0.43843797
787,0.02037451
788,0.0046196957
789,0.0034445862
790,0.00468228
791,0.040003598
792,0.006671759
793,0.007243331
794,0.016492823
795,0.2819581
796,0.1032166
797,0.7490703
798,0.17991844
799,0.017495323
800,0.06438196
801,0.016071424
802,0.010016875
803,0.05375854
804,0.0025742045
805,0.019621106
806,0.09233442
807,0.70604116
808,0.08389251
809,0.024006316
810,0.014658908
811,0.012803368
812,0.034367643
813,0.20967282
814,0.12057213
815,0.027472684
816,0.0017372394
817,0.043195404
818,0.002892341
819,0.0023219108
820,0.0093448125
821,0.03564463
822,0.21044506
823,0.04007193
824,0.0067762723
825,0.03608956
826,0.011886235
827,0.12302796
828,0.09552021
829,0.14662246
830,0.038503617
831,0.0123048015
832,0.021421906
833,0.0502609
834,0.0025338468
835,0.08382954
836,0.12856387
837,0.13168849
838,0.0018250915
839,0.026390884
840,0.37861103
841,0.002236481
842,0.025097936
843,0.03340428
844,0.00422733
845,0.031903036
846,0.005253598
847,0.24605724
848,0.025547592
849,0.054783653
850,0.030972324
851,0.07412814
852,0.046016723
853,0.027708506
854,0.011682897
855,0.029811833
856,0.011080752
857,0.009702519
858,0.07809719
859,0.028850265
860,0.14672995
861,0.051324423
862,0.06536024
863,0.13360931
864,0.16528228
865,0.010731497
866,0.123899415
867,0.010583114
868,0.1527677
869,0.05472368
870,0.0069251927
871,0.063847564
872,0.059544675
873,0.15600532
874,0.00326149
875,0.02593928
876,0.025654985
877,0.02180295
878,0.03021861
879,0.050165128
880,0.004749841
881,0.0024171225
882,0.019699736
883,0.0026980771
884,0.02006561
885,0.12536041
886,0.022265326
887,0.002346067
888,0.07549192
889,0.07591557
890,0.12319881
891,0.011620029
892,0.003931269
893,0.12917802
894,0.002608853
895,0.0020484135
896,0.16465619
897,0.14195997
898,0.0051896735
899,0.010383786
900,0.054767422
901,0.021700358
902,0.111480094
903,0.104875766
904,0.07490544
905,0.053517386
906,0.01442905
907,0.034516152
908,0.35368556
909,0.021326315
910,0.005586901
911,0.007410337
912,0.079016976
913,0.04224158
914,0.00580832
915,0.0059541697
916,0.011772793
917,0.004188337
918,0.002594168
919,0.040395796
920,0.22636864
921,0.022039251
922,0.13641943
923,0.0010631162
924,0.012930365
925,0.2377614
926,0.08320175
927,0.043011986
928,0.85786533
929,0.010018885
930,0.012334479
931,0.055041313
932,0.019557925
933,0.028007058
934,0.35340235
935,0.0048548207
936,0.009097116
937,0.04200729
938,0.04089626
939,0.06492375
940,0.051067684
941,0.034061324
942,0.06395714
943,0.016815476
944,0.107882306
945,0.04709872
946,0.0048121316
947,0.13026026
948,0.36274195
949,0.01592652
950,0.049600307
951,0.029097477
952,0.08796831
953,0.06121726
954,0.014923395
955,0.046044417
956,0.03948988
957,0.012038111
958,0.011899005
959,0.040500805
960,0.8973836
961,0.07313201
962,0.07846136
963,0.02067994
964,0.08359717
965,0.0033154085
966,0.030663144
967,0.02059827
968,0.040668286
969,0.119397655
970,0.23439199
971,0.032986306
972,0.008107155
973,0.08929791
974,0.1358868
975,0.023410654
976,0.030856647
977,0.09806703
978,0.007039605
979,0.02145238
980,0.022260003
981,0.132972
982,0.04046377
983,0.022237394
984,0.0056739473
985,0.2514501
986,0.12625459
987,0.1334479
988,0.0023561353
989,0.09025676
990,0.26501435
991,0.0037466486
992,0.0036813358
993,0.012051343
994,0.16640389
995,0.16149655
996,0.020059431
997,0.0025805272
998,0.16078086
999,0.018970018
1000,0.14846322
1001,0.45224693
1002,0.065988414
1003,0.13434163
1004,0.0069170394
1005,0.048034
1006,0.014537014
1007,0.0061840187
1008,0.0074705156
1009,0.14773272
1010,0.043835413
1011,0.44661647
1012,0.04955174
1013,0.040669218
1014,0.010779171
1015,0.052196145
1016,0.04303961
1017,0.001820086
1018,0.16723226
1019,0.00474504
1020,0.03851262
1021,0.9647181
1022,0.033663202
1023,0.003247666
1024,0.18287998
1025,0.0024591498
1026,0.09822461
1027,0.08056573
1028,0.008773028
1029,0.016001217
1030,0.055766758
1031,0.004440784
1032,0.028139899
1033,0.030219994
1034,0.18674055
1035,0.004006069
1036,0.031083953
1037,0.0026558873
1038,0.014079974
1039,0.03991795
1040,0.06249758
1041,0.016278232
1042,0.0018304173
1043,0.12573452
1044,0.017703217
1045,0.040698156
1046,0.07166527
1047,0.024267888
1048,0.027698727
1049,0.03308842
1050,0.018425457
1051,0.003148422
1052,0.14979792
1053,0.05707363
1054,0.007632514
1055,0.0017102243
1056,0.2081041
1057,0.032329112
1058,0.013696748
1059,0.026432237
1060,0.044423003
1061,0.012107
1062,0.012757963
1063,0.027199525
1064,0.04766895
1065,0.042946525
1066,0.035540793
1067,0.08977211
1068,0.06429473
1069,0.28302142
1070,0.041486952
1071,0.0039361697
1072,0.0722213
1073,0.0018690039
1074,0.059910096
1075,0.027215252
1076,0.009452519
1077,0.042832654
1078,0.11575915
1079,0.24859719
1080,0.355564
1081,0.0045731002
1082,0.060274627
1083,0.01647301
1084,0.0021790278
1085,0.08580113
1086,0.0328939
1087,0.0018738385
1088,0.0019371527
1089,0.050123792
1090,0.006447562
1091,0.023921039
1092,0.037229463
1093,0.022421667
1094,0.006534382
1095,0.035252646
1096,0.02732393
1097,0.10367822
1098,0.16229972
1099,0.101139106
1100,0.042125057
1101,0.05587004
1102,0.18256475
1103,0.012540722
1104,0.025685173
1105,0.011794682
1106,0.69750196
1107,0.19567049
1108,0.0043911147
1109,0.013095036
1110,0.32831562
1111,0.052480623
1112,0.0024216636
1113,0.25268883
1114,0.0018685663
1115,0.1321055
1116,0.09836953
1117,0.014274867
1118,0.083673306
1119,0.29507533
1120,0.025345655
1121,0.118520714
1122,0.0016268379
1123,0.044282366
1124,0.1844307
1125,0.086465016
1126,0.018181229
1127,0.09994707
1128,0.04114987
1129,0.043531585
1130,0.06946756
1131,0.0024342453
1132,0.12824892
1133,0.008266694
1134,0.028330477
1135,0.02607529
1136,0.018369196
1137,0.0064713033
1138,0.14309184
1139,0.014898712
1140,0.006500918
1141,0.049363922
1142,0.0025749442
1143,0.03513425
1144,0.15129097
1145,0.011317787
1146,0.04968359
1147,0.07288766
1148,0.023648903
1149,0.052275017
1150,0.012389671
1151,0.9675726
1152,0.06191281
1153,0.05298017
1154,0.11646606
1155,0.05951592
1156,0.07796137
1157,0.0035770277
1158,0.025738565
1159,0.03398995
1160,0.035050854
1161,0.11492362
1162,0.0491123
1163,0.02407557
1164,0.0028086544
1165,0.07368634
1166,0.02797027
1167,0.232963
1168,0.040211625
1169,0.0067100446
1170,0.0132722445
1171,0.017166963
1172,0.0022940638
1173,0.046493594
1174,0.0040332708
1175,0.06686534
1176,0.38315964
1177,0.12060006
1178,0.081292406
1179,0.022199303
1180,0.05779069
1181,0.03856218
1182,0.01516083
1183,0.028383175
1184,0.95881355
1185,0.0026001292
1186,0.0025618637
1187,0.027698541
1188,0.13877258
1189,0.0016405564
1190,0.017201867
1191,0.067640364
1192,0.024600537
1193,0.046679366
1194,0.0041403137
1195,0.012795789
1196,0.04054025
1197,0.0215118
1198,0.06698163
1199,0.04925113
1200,0.007438209
1201,0.19485235
1202,0.05985917
1203,0.042978402
1204,0.0052387794
1205,0.007865473
1206,0.07848133
1207,0.012043273
1208,0.022704856
1209,0.0029558868
1210,0.0821023
1211,0.02857446
1212,0.03304811
1213,0.0016949574
1214,0.0019248073
1215,0.0061055464
1216,0.81434464
1217,0.17479014
1218,0.20955381
1219,0.25558937
1220,0.19943751
1221,0.025878873
1222,0.032461826
1223,0.2891654
1224,0.015863754
1225,0.067347735
1226,0.0036187838
1227,0.04622186
1228,0.009060785
1229,0.001563435
1230,0.48979202
1231,0.067055196
1232,0.0028943233
1233,0.10096885
1234,0.0042867647
1235,0.062063705
1236,0.012565362
1237,0.0033925392
1238,0.0038835981
1239,0.04285291
1240,0.06887231
1241,0.032710604
1242,0.26884753
1243,0.0460653
1244,0.06571111
1245,0.013415733
1246,0.04131028
1247,0.02459801
1248,0.028631516
1249,0.013429808
1250,0.021240545
1251,0.02376343
1252,0.035106648
1253,0.03836061
1254,0.015152829
1255,0.13082945
1256,0.006985477
1257,0.008724213
1258,0.11797684
1259,0.0220407
1260,0.10286273
1261,0.010676463
1262,0.04072121
1263,0.14337733
1264,0.019451072
1265,0.021502562
1266,0.10316495
1267,0.02287371
1268,0.17053968
1269,0.022177638
1270,0.041146982
1271,0.0021596095
1272,0.011637385
1273,0.008479585
1274,0.023757497
1275,0.006573466
1276,0.08180042
1277,0.02041497
1278,0.07365722
1279,0.008693761
1280,0.05583991
1281,0.0033723242
1282,0.15380968
1283,0.0070292037
1284,0.02189551
1285,0.01913155
1286,0.31051823
1287,0.001874686
1288,0.078014724
1289,0.07759776
1290,0.04875689
1291,0.013404561
1292,0.009707496
1293,0.0049575362
1294,0.40582567
1295,0.2352773
1296,0.075532645
1297,0.071711
1298,0.022116506
1299,0.023724323
1300,0.02128433
1301,0.008210082
1302,0.022234065
1303,0.11698692
1304,0.019717842
1305,0.017220289
1306,0.03902172
1307,0.0017089214
1308,0.0028862185
1309,0.102848046
1310,0.03607967
1311,0.019925911
1312,0.01063459
1313,0.026878588
1314,0.014460304
1315,0.028157601
1316,0.020320518
1317,0.07823027
1318,0.6215618
1319,0.07975671
1320,0.2266093
1321,0.15809366
1322,0.020751081
1323,0.0066348147
1324,0.071069136
1325,0.08010657
1326,0.029825006
1327,0.013825414
1328,0.017305074
1329,0.034227967
1330,0.035658598
1331,0.028821802
1332,0.008236608
1333,0.03350888
1334,0.0022005236
1335,0.11880081
1336,0.0023297544
1337,0.011317419
1338,0.0018549893
1339,0.018018639
1340,0.020860424
1341,0.008268195
1342,0.00062057434
1343,0.006352051
1344,0.019336816
1345,0.002252473
1346,0.0037063304
1347,0.04379503
1348,0.0018207524
1349,0.0031866962
1350,0.017197216
1351,0.00887948
1352,0.0025603983
1353,0.028984984
1354,0.052732587
1355,0.1390525
1356,0.07442173
1357,0.014650233
1358,0.027522625
1359,0.006823499
1360,0.28447002
1361,0.007851144
1362,0.32659698
1363,0.0156147955
1364,0.035307296
1365,0.04118514
1366,0.023235772
1367,0.0102224145
1368,0.003053006
1369,0.4898161
1370,0.044144694
1371,0.036026165
1372,0.018223757
1373,0.13922477
1374,0.0052653956
1375,0.007506505
1376,0.0035377028
1377,0.04353039
1378,0.0026954724
1379,0.20262045
1380,0.059817567
1381,0.0022623204
1382,0.6815618
1383,0.051787306
1384,0.004637794
1385,0.027800223
1386,0.027531642
1387,0.014398364
1388,0.3212838
1389,0.0867267
1390,0.09992312
1391,0.0262414
1392,0.11313386
1393,0.12310695
1394,0.1256065
1395,0.06210837
1396,0.024611192
1397,0.08687572
1398,0.011600981
1399,0.016319562
1400,0.14476849
1401,0.0018865382
1402,0.0064668925
1403,0.005674176
1404,0.5233053
1405,0.05446736
1406,0.017284878
1407,0.008660543
1408,0.08014807
1409,0.008098103
1410,0.04078913
1411,0.019250605
1412,0.6489767
1413,0.016989212
1414,0.023844639
1415,0.05071339
1416,0.07798695
1417,0.16644569
1418,0.012024198
1419,0.13691157
1420,0.40986714
1421,0.009369999
1422,0.02558217
1423,0.012538307
1424,0.030393993
1425,0.07000361
1426,0.005254735
1427,0.016697085
1428,0.001401746
1429,0.0708941
1430,0.09752803
1431,0.0059879483
1432,0.41872296
1433,0.037079614
1434,0.012828641
1435,0.09662755
1436,0.001488697
1437,0.0032060945
1438,0.005425021
1439,0.035925377
1440,0.0052739168
1441,0.019591156
1442,0.05471986
1443,0.06832785
1444,0.050380036
1445,0.026884483
1446,0.03334413
1447,0.18823266
1448,0.0015736073
1449,0.23442705
1450,0.13170293
1451,0.0015871298
1452,0.025029924
1453,0.095503464
1454,0.047370683
1455,0.150848
1456,0.036383986
1457,0.12773137
1458,0.014819071
1459,0.91302073
1460,0.3215308
1461,0.034961455
1462,0.003004156
1463,0.040873673
1464,0.0731599
1465,0.0029785407
1466,0.0040420513
1467,0.030986141
1468,0.016441459
1469,0.02272178
1470,0.22748955
1471,0.0020959058
1472,0.0054372633
1473,0.06840419
1474,0.003900619
1475,0.04546288
1476,0.028788207
1477,0.06650915
1478,0.005976819
1479,0.07793677
1480,0.0038127406
1481,0.0045967973
1482,0.0018847982
1483,0.06708359
1484,0.0019972213
1485,0.0039398656
1486,0.008398014
1487,0.011479127
1488,0.62558275
1489,0.8077808
1490,0.027614532
1491,0.0024632495
1492,0.03957375
1493,0.16812399
1494,0.0024470412
1495,0.011323439
1496,0.018237147
1497,0.13858987
1498,0.0025816222
1499,0.0045292983
1500,0.040306676
1501,0.10494002
1502,0.0020282643
1503,0.052140795
1504,0.06261315
1505,0.0012420139
1506,0.030453216
1507,0.07958767
1508,0.019873787
1509,0.1429367
1510,0.12307834
1511,0.04556288
1512,0.08065721
1513,0.09910885
1514,0.025617847
1515,0.01002975
1516,0.0031827046
1517,0.9389013
1518,0.0058571333
1519,0.045188162
1520,0.002943917
1521,0.07963213
1522,0.06458819
1523,0.0047111036
1524,0.048773646
1525,0.0054925005
1526,0.029505981
1527,0.016491903
1528,0.002072195
1529,0.039308827
1530,0.0035700952
1531,0.032457095
1532,0.027999017
1533,0.06363203
1534,0.0033226488
1535,0.06873448
1536,0.043201398
1537,0.017922975
1538,0.008768041
1539,0.050730158
1540,0.083180085
1541,0.033202667
1542,0.0075182803
1543,0.05563487
1544,0.059025675
1545,0.05002207
1546,0.01414817
1547,0.030645687
1548,0.013572602
1549,0.023057813
1550,0.023145625
1551,0.0913476
1552,0.032791056
1553,0.0214252
1554,0.10810311
1555,0.025810748
1556,0.05634546
1557,0.026647443
1558,0.002177358
1559,0.0022743575
1560,0.0023740581
1561,0.09773359
1562,0.013065761
1563,0.1588073
1564,0.020859336
1565,0.10349535
1566,0.012495141
1567,0.0024319908
1568,0.029710436
1569,0.026511997
1570,0.15112981
1571,0.017664194
1572,0.025578022
1573,0.09296327
1574,0.0014888502
1575,0.30304098
1576,0.054093327
1577,0.16527468
1578,0.24027225
1579,0.01871801
1580,0.10640049
1581,0.0058020973
1582,0.014222687
1583,0.17925772
1584,0.0023784495
1585,0.0036598134
1586,0.007941118
1587,0.634904
1588,0.022185154
1589,0.07478073
1590,0.017392354
1591,0.08776528
1592,0.03871043
1593,0.14032431
1594,0.0028851386
1595,0.031050589
1596,0.11675058
1597,0.0218194
1598,0.0078206975
1599,0.006665161
1600,0.07169043
1601,0.007091169
1602,0.070656724
1603,0.018958395
1604,0.20672643
1605,0.010204844
1606,0.0600954
1607,0.03267808
1608,0.22181132
1609,0.09691417
1610,0.015977344
1611,0.1359444
1612,0.13533302
1613,0.0015101957
1614,0.0027191122
1615,0.038410876
1616,0.08670472
1617,0.062179822
1618,0.10553888
1619,0.02566155
1620,0.0855329
1621,0.13645051
1622,0.058675554
1623,0.011646269
1624,0.06490377
1625,0.15124471
1626,0.0133889
1627,0.003953946
1628,0.004761853
1629,0.061251666
1630,0.058726653
1631,0.013729995
1632,0.06525951
1633,0.011557545
1634,0.35249087
1635,0.037033223
1636,0.038003545
1637,0.0017913245
1638,0.0056553427
